TIMESTEP,KINETIC,POTENTIAL,INVARIANT,TEMPERATURE
46,0.133443988,-1.151522074,-1.018078086,305.3498575
47,0.1321809,-1.150254187,-1.018073287,302.4596293
48,0.130905476,-1.148973992,-1.018068516,299.5411711
49,0.129694765,-1.147758816,-1.018064051,296.7707921
50,0.128620957,-1.146681082,-1.018060125,294.3136784
51,0.127747635,-1.145804553,-1.018056918,292.3153207
52,0.127126845,-1.145181404,-1.018054559,290.894813
53,0.126797015,-1.14485014,-1.018053125,290.1400897
54,0.126781684,-1.144834332,-1.018052648,290.1050079
55,0.127088938,-1.145142061,-1.018053123,290.8080747
56,0.127711477,-1.145765992,-1.018054515,292.2325841
57,0.128627192,-1.146683949,-1.018056757,294.3279448
58,0.129800198,-1.14785996,-1.018059762,297.0120473
59,0.131182295,-1.149245708,-1.018063413,300.1745967
60,0.132714847,-1.150782412,-1.018067566,303.681419
61,0.134331112,-1.152403159,-1.018072047,307.379796
62,0.135959048,-1.154035702,-1.018076654,311.1048809
63,0.137524589,-1.155605746,-1.018081156,314.6871915
64,0.138955337,-1.15704064,-1.018085303,317.9610632
65,0.140184552,-1.158273389,-1.018088837,320.7737847
66,0.141155251,-1.159246762,-1.018091511,322.9949631
67,0.141824126,-1.159917234,-1.018093108,324.5254996
68,0.14216497,-1.160258434,-1.018093464,325.3054258
69,0.142171253,-1.160263744,-1.018092491,325.3198036
70,0.141857525,-1.159947715,-1.01809019,324.601923
71,0.141259358,-1.159346024,-1.018086666,323.2331819
72,0.140431679,-1.158513807,-1.018082129,321.3392661
73,0.139445459,-1.157522342,-1.018076884,319.0825723
74,0.138382893,-1.156454205,-1.018071312,316.6511823
75,0.137331373,-1.155397219,-1.018065846,314.2450698
76,0.136376697,-1.154437626,-1.018060929,312.0605559
77,0.135596059,-1.153653039,-1.01805698,310.2742811
78,0.135051451,-1.153105804,-1.018054353,309.0280955
79,0.13478407,-1.152837374,-1.018053304,308.4162679
80,0.134810289,-1.152864252,-1.018053962,308.4762628
81,0.135119609,-1.153175924,-1.018056315,309.1840567
82,0.135674849,-1.153735054,-1.018060204,310.4545707
83,0.136414626,-1.154479963,-1.018065337,312.1473454
84,0.137257966,-1.155329275,-1.018071309,314.0770976
85,0.138110703,-1.156188336,-1.018077633,316.0283514
86,0.138873127,-1.156956915,-1.018083788,317.7729497
87,0.139448259,-1.157537512,-1.018089254,319.0889793
88,0.13975003,-1.157843594,-1.018093565,319.7794996
89,0.139710683,-1.157807025,-1.018096343,319.6894646
90,0.139286732,-1.157384067,-1.018097335,318.71937
91,0.138462973,-1.156559408,-1.018096435,316.8344254
92,0.137254175,-1.155347867,-1.018093692,314.0684227
93,0.13570428,-1.15379359,-1.018089309,310.521915
94,0.133883168,-1.151966798,-1.01808363,306.3548004
95,0.131881215,-1.149958323,-1.018077108,301.7738823
96,0.129802108,-1.147872375,-1.018070267,297.0164178
97,0.127754499,-1.145818161,-1.018063662,292.3310268
98,0.12584322,-1.143901048,-1.018057828,287.9575906
99,0.124160824,-1.142214054,-1.01805323,284.1078896
100,0.122780194,-1.140830421,-1.018050227,280.9486994
101,0.121748906,-1.139797937,-1.018049031,278.5888796
